X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
168,Jeger barber & coffeeshop,4.5,273,Coffee shop,-5.1762634,119.4437771,"Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",24766423,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197021985,-5.1762264,119.4436981,highway,residential,26,0.053388335240711,road,Jalan Skarda N1,,Jalan Skarda N1,,Gunung Sari,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90135,Indonesia,id,-5.1774143|-5.1747678|119.4431274|119.4444727,,,,,,,,,,,,,,,,,,,,,
169,Bamboo Curtain Coffee Shops,4.6,199,Coffee shop,-5.1674239,119.446381,"Perumnas Tamalate, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",25050225,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,249682310,-5.1673462,119.4464669,highway,living_street,26,0.053388335240711,road,"",,,,Bonto Makkio,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1675031|-5.1668077|119.4464272|119.4471532,Perumnas Tamalate,,,,,,,,,,,,,,,,,,,,
170,TOKO KOPI OMA - POST CANTOOR,4.2,168,Coffee shop,-5.1641951,119.4346695,"Kantor Pos Regional 10 Makassar, Jalan Andi Pangeran Pettarani, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24986424,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197317746,-5.1644625,119.4347238,office,company,30,5.50019073776916e-05,office,Kantor Pos Regional 10 Makassar,,Jalan Andi Pangeran Pettarani,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1646266|-5.1642982|119.4345958|119.4348518,,,,,,,,Kantor Pos Regional 10 Makassar,,,,,,,,,,,,,
171,Kopi Mang'cook,4.3,24,Coffee shop,-5.1624683,119.4374962,"Jalan Hertasning I, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24869855,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,196892211,-5.1626333,119.4374701,highway,residential,26,0.053388335240711,road,Jalan Hertasning I,,Jalan Hertasning I,Bonto Cinde,Tidung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1629672|-5.1625385|119.4368188|119.4396338,,,,,,,,,,,,,,,,,,,,,
172,Kedai Anjari,4.8,4,Coffee shop,-5.1570881,119.4328806,"Buakana, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",25103841,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169012556,-5.1571309,119.4328479,highway,residential,26,0.053388335240711,road,"",,,Benteng,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1578008|-5.1567517|119.4320747|119.4339066,Buakana,,,,,,,,,,,,,,,,,,,,
173,MOKI KOPI,4.7,19,Coffee shop,-5.1540468,119.4356709,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24730782,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,196892230,-5.1541844,119.4356503,highway,tertiary,26,0.053388335240711,road,Jalan Pelita Raya,,Jalan Pelita Raya,,Ballaparang,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1543788|-5.1497287|119.4340582|119.4369761,,,,,,,,,,,,,,,,,,,,,
174,Squid Spot Coffee,4.6,44,Coffee shop,-5.1589655,119.4253684,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",25073056,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197164962,-5.1590504,119.4253214,highway,tertiary,26,0.053388335240711,road,Jalan Wijaya Kusuma,,Jalan Wijaya Kusuma,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1605267|-5.1589173|119.4250059|119.4283894,,,,,,,,,,,,,,,,,,,,,
175,KOPI HOKI,4.9,11,Coffee shop,-5.1777903,119.4429602,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",24838099,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169006716,-5.1778393,119.4429385,highway,living_street,26,0.053388335240711,road,"",,,,Gunung Sari,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92221,Indonesia,id,-5.1778678|-5.1770333|119.4421859|119.4430030,,,,,,,,,,,,,,,,,,,,,
176,Kanal Social Space,4.4,99,Coffee shop,-5.1589389,119.4254757,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",24610201,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197164962,-5.1590896,119.4253922,highway,tertiary,26,0.053388335240711,road,Jalan Wijaya Kusuma,,Jalan Wijaya Kusuma,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1605267|-5.1589173|119.4250059|119.4283894,,,,,,,,,,,,,,,,,,,,,
177,Snacktea Coffee,4.6,202,Coffee shop,-5.1783009,119.4392894,"Snacktea Coffee, Jalan Sultan Alauddin, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",24819486,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,7887114992,-5.1782396,119.4392817,amenity,restaurant,30,5.50019073776916e-05,amenity,Snacktea Coffee,Snacktea Coffee,Jalan Sultan Alauddin,,Gunung Sari,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92221,Indonesia,id,-5.1782896|-5.1781896|119.4392317|119.4393317,,,,,,,,,,,,,,,,,,,,,
178,Gerobak Kopi Binggo,4.8,27,Coffee shop,-5.1728786,119.4540531,"Permata Hijau Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",398337182,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1355320632,-5.1728717,119.4539964,highway,residential,26,0.053388335240711,road,Permata Hijau Permai,,Permata Hijau Permai,Kassiʼ-Kassiʼ,Kassi-Kassi,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1731472|-5.1726035|119.4539641|119.4540291,Permata Hijau Permai,,,,,,,,,,,,,,,,,,,,
179,Duolis Coffe,4.6,68,Cafe,-5.175883,119.445926,"Jalan Monumen Emmy Saelan III, Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",25117188,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,489968057,-5.1757794,119.4459981,highway,tertiary,26,0.053388335240711,road,Jalan Monumen Emmy Saelan III,,Jalan Monumen Emmy Saelan III,Jipang,Karunrung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1779921|-5.1747678|119.4444727|119.4494070,,,,,,,,,,,,,,,,,,,,,
180,Sudut Senja,4.2,79,Coffee shop,-5.1639611,119.4239565,"Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24928140,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,205435217,-5.1638294,119.4240251,highway,secondary,26,0.053388335240711,road,Jalan Andi Djemma,,Jalan Andi Djemma,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1688019|-5.1631915|119.4225058|119.4338863,,,,,,,,,,,,,,,,,,,,,
181,Arion Coffee Shop Makassar,4.2,10,Cafe,-5.1598856,119.4358148,"Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",25133410,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1132686895,-5.1599971,119.4357337,highway,secondary,26,0.053388335240711,road,Jalan Rappocini Raya,,Jalan Rappocini Raya,Benteng,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1602755|-5.1571116|119.4318963|119.4360663,,,,,,,,,,,,,,,,,,,,,
182,Warkop Paruh Waktu Kec. Rappocini,5,1,Coffee shop,-5.1862444,119.4425385,"Jalan Teduh Bersinar, Griya Fajar Mas, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",24778482,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1027565173,-5.1863189,119.4425135,highway,residential,26,0.0533833348592355,road,Jalan Teduh Bersinar,,Jalan Teduh Bersinar,,Gunung Sari,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92221,Indonesia,id,-5.1863552|-5.1859118|119.4409924|119.4426215,Griya Fajar Mas,,,,,,,,,,,,,,,,,,,,
183,Kopi Bagaya,4.7,17,Coffee shop,-5.1653169,119.4314441,"Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24897510,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195947501,-5.1653498,119.4314341,highway,tertiary,26,0.053388335240711,road,Jalan R.S.I Faisal XII,,Jalan R.S.I Faisal XII,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1662316|-5.1650956|119.4306538|119.4345980,,,,,,,,,,,,,,,,,,,,,
184,Warkop Pelita Makassar,4.4,273,Coffee shop,-5.1491682,119.4373885,"Toko Campuran Hj Mariam, Jalan Pelita Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24794117,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,982140955,-5.1492537,119.4374063,shop,yes,30,5.50019073776916e-05,shop,Toko Campuran Hj Mariam,,Jalan Pelita Raya,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1492887|-5.1492168|119.4373780|119.4374349,,Toko Campuran Hj Mariam,,,,,,,,,,,,,,,,,,,
185,Kedai Kopi Geladeri,5,23,Coffee shop,-5.1684587,119.4385711,"Apotheke MAPALA, Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24701061,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,3563691099,-5.1685332,119.4385584,amenity,pharmacy,30,5.50019073776916e-05,amenity,Apotheke MAPALA,Apotheke MAPALA,Jalan Pendidikan 1,Bonto Teʼne,Tidung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1685832|-5.1684832|119.4385084|119.4386084,,,,,,,,,,,,,,,,,,,,,
186,Hanun kopi,5,1,Coffee shop,-5.162853,119.429863,"Jalan R.S.I Faisal XIV, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",25096185,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,234505735,-5.1627820,119.4298905,highway,tertiary,26,0.053388335240711,road,Jalan R.S.I Faisal XIV,,Jalan R.S.I Faisal XIV,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1639328|-5.1623154|119.4286046|119.4328165,,,,,,,,,,,,,,,,,,,,,
187,Starbucks Pelita Raya,4.6,593,Coffee shop,-5.1544399,119.4361295,"Favehotel Panakkukang, Jalan Pelita VIII, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24971099,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195976857,-5.1544287,119.4361264,tourism,hotel,30,5.50019073776916e-05,tourism,Favehotel Panakkukang,,Jalan Pelita VIII,Benteng,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1545809|-5.1542765|119.4360410|119.4362117,,,Favehotel Panakkukang,,,,,,,,,,,,,,,,,,
188,Kopi Owner,5,5,Coffee shop,-5.19045,119.4511707,"Sapo Kopi Tau Lohe, Jalan Syech Yusuf, Katangka, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",25153964,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,605004661,-5.1903787,119.4511743,amenity,cafe,30,5.50019073776916e-05,amenity,Sapo Kopi Tau Lohe,Sapo Kopi Tau Lohe,Jalan Syech Yusuf,,Minasa Upa,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90161,Indonesia,id,-5.1904491|-5.1903083|119.4511230|119.4512255,,,,,,,,,Katangka,,,,,,,,,,,,
189,OM.BREN,4.2,125,Coffee shop,-5.1854699,119.4490564,"Jalan Jipang Raya, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",25057613,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,96019056,-5.1854169,119.4489219,highway,secondary,26,0.053388335240711,road,Jalan Jipang Raya,,Jalan Jipang Raya,,Karunrung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90161,Indonesia,id,-5.1893841|-5.1834534|119.4475716|119.4496728,,,,,,,,,,,,,,,,,,,,,
191,ANIMO KOPI & VAPE STORE,4.7,35,Coffee shop,-5.1606589,119.4283271,"Jalan Wijaya Kusuma 4, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24754757,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,888536142,-5.1606304,119.4284259,highway,tertiary,26,0.053388335240711,road,Jalan Wijaya Kusuma 4,,Jalan Wijaya Kusuma 4,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1621706|-5.1605267|119.4283894|119.4287343,,,,,,,,,,,,,,,,,,,,,
192,Warkop Dg Anas Faisal,4.6,692,Coffee shop,-5.16599,119.4339834,"Warkop Dg Anas Faisal, Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24719301,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197318072,-5.1659717,119.4340395,amenity,cafe,30,5.50019073776916e-05,amenity,Warkop Dg Anas Faisal,Warkop Dg Anas Faisal,Jalan R.S.I Faisal XII,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1660713|-5.1658721|119.4338799|119.4341991,,,,,,,,,,,,,,,,,,,,,
193,Pos Kopi,4.6,16,Coffee shop,-5.1577428,119.4306507,"Jalan Rappocini Blok 8, Gotong, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",24728523,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195975964,-5.1577250,119.4305974,highway,residential,26,0.053388335240711,road,Jalan Rappocini Blok 8,,Jalan Rappocini Blok 8,Benteng,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1579699|-5.1564772|119.4305411|119.4310769,Gotong,,,,,,,,,,,,,,,,,,,,
194,KOPI TADI,5,20,Cafe,-5.156585,119.4257403,"Jalan Wijaya Kusuma I, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",25010818,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169012631,-5.1565977,119.4257887,highway,residential,26,0.053388335240711,road,Jalan Wijaya Kusuma I,,Jalan Wijaya Kusuma I,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1589223|-5.1561152|119.4250059|119.4259076,,,,,,,,,,,,,,,,,,,,,
195,Warkop Sahabat Umark,4.8,49,Coffee shop,-5.1538489,119.4301287,"Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",25117285,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169012619,-5.1538585,119.4301550,highway,residential,26,0.053388335240711,road,"",,,,Rappocini,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1539023|-5.1531340|119.4301391|119.4304238,,,,,,,,,,,,,,,,,,,,,
196,Herbag Kedai Kopi Tungku,4.4,46,Coffee shop,-5.1865781,119.4428474,"Herbag Kedai Kopi Tungku, Jalan Teduh Bersinar, Griya Fajar Mas, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",25044688,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,7887115051,-5.1865962,119.4428265,amenity,cafe,30,5.00015259021442e-05,amenity,Herbag Kedai Kopi Tungku,Herbag Kedai Kopi Tungku,Jalan Teduh Bersinar,,Gunung Sari,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90161,Indonesia,id,-5.1866462|-5.1865462|119.4427765|119.4428765,Griya Fajar Mas,,,,,,,,,,,,,,,,,,,,
197,Kopi Bersaksi,5,6,Coffee shop,-5.1773677,119.4599188,"Jalan Aroepala, Tombolo, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",24947204,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,105919832,-5.1774058,119.4599011,highway,primary,26,0.053388335240711,road,Jalan Aroepala,,Jalan Aroepala,,Minasa Upa,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92114,Indonesia,id,-5.1789816|-5.1750518|119.4557575|119.4632057,,,,,,,,,Tombolo,,,,,,,,,,,,
198,Kopi Ropu,5,1,Coffee shop,-5.1492797,119.4288964,"Jalan Monginsidi Baru, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",24774878,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1118505362,-5.1493444,119.4288864,highway,unclassified,26,0.053388335240711,road,Jalan Monginsidi Baru,,Jalan Monginsidi Baru,,Rappocini,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1494602|-5.1490874|119.4271494|119.4296654,,,,,,,,,,,,,,,,,,,,,
199,Kopi Hari Ini & Food,4.8,76,Restaurant,-5.166221,119.42826,"SMK Negeri 6 Makassar, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24769912,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,822298643,-5.1666264,119.4278238,amenity,school,30,5.50019073776916e-05,amenity,SMK Negeri 6 Makassar,SMK Negeri 6 Makassar,Jalan Andi Djemma,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1674589|-5.1657473|119.4267399|119.4288720,,,,,,,,,,,,,,,,,,,,,
200,KOPI HANYA KAU,4.8,12,Coffee shop,-5.1535089,119.4339813,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24730782,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,196892230,-5.1535184,119.4340924,highway,tertiary,26,0.053388335240711,road,Jalan Pelita Raya,,Jalan Pelita Raya,,Ballaparang,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1543788|-5.1497287|119.4340582|119.4369761,,,,,,,,,,,,,,,,,,,,,
201,Es Kopi Coffee Daeng Makassar,5,3,Coffee shop,-5.1747311,119.442432,"Jalan Monumen Emmy Saelan 3A, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",24955673,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169006886,-5.1747284,119.4423791,highway,residential,26,0.053388335240711,road,Jalan Monumen Emmy Saelan 3A,,Jalan Monumen Emmy Saelan 3A,Bonto Teʼne,Tidung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92221,Indonesia,id,-5.1753813|-5.1741550|119.4423271|119.4424310,,,,,,,,,,,,,,,,,,,,,
202,Reza Coffee & Palekko Makassar,4.5,494,Restaurant,-5.162599,119.4412008,"Jalan Letjen Hertasning, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24752163,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1018228477,-5.1624173,119.4412254,highway,primary,26,0.053388335240711,road,Jalan Letjen Hertasning,,Jalan Letjen Hertasning,Bonto Cinde,Tidung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1624757|-5.1620803|119.4388197|119.4416562,,,,,,,,,,,,,,,,,,,,,
203,Kopi Samping,5,5,Coffee shop,-5.1539909,119.4367609,"Jalan Nikel Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24931245,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,196892228,-5.1539675,119.4365962,highway,residential,26,0.053388335240711,road,Jalan Nikel Raya,,Jalan Nikel Raya,,Ballaparang,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1543177|-5.1528976|119.4365466|119.4367410,,,,,,,,,,,,,,,,,,,,,
204,MAKO (markas kopi ),4.7,20,Coffee shop,-5.169711,119.4583037,"Jalan Borong Indah, Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",391206165,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,48492904,-5.1697697,119.4582714,highway,unclassified,26,0.053388335240711,road,Jalan Borong Indah,,Jalan Borong Indah,,Borong,,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90233,Indonesia,id,-5.1718860|-5.1678016|119.4536462|119.4632521,Puri Taman Sari,,,,,,Manggala,,,,,,,,,,,,,,
205,Coffee Lovers,4.3,7,Cafe,-5.1557114,119.4272531,"Jalan Rappocini Raya 5, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",24750331,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169012616,-5.1559309,119.4272277,highway,living_street,26,0.053388335240711,road,Jalan Rappocini Raya 5,,Jalan Rappocini Raya 5,,Rappocini,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1560017|-5.1544202|119.4267243|119.4283182,Rappo Ciniʼ,,,,,,,,,,,,,,,,,,,,
206,KOPI BORONG TALASAPANG VAPE STORE,4.7,40,Cafeteria,-5.182662,119.4470098,"Universitas Teknologi Sulawesi, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",424355165,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1455533816,-5.1820159,119.4473147,amenity,university,30,5.50019073776916e-05,amenity,Universitas Teknologi Sulawesi,Universitas Teknologi Sulawesi,Jalan Tala' Salapang,,Karunrung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1828903|-5.1813741|119.4462807|119.4479946,,,,,,,,,,,,,,,,,,,,,
207,Kopi Burung Seriti,5,3,Store,-5.1531129,119.4263437,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",24763761,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,108729890,-5.1530004,119.4264264,highway,secondary,26,0.053388335240711,road,Jalan Rappocini Raya,,Jalan Rappocini Raya,,Rappocini,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90111,Indonesia,id,-5.1571116|-5.1526033|119.4258814|119.4318963,Rappo Ciniʼ,,,,,,,,,,,,,,,,,,,,
208,Mooka Kopi Tamalate,4,1,Espresso bar,-5.1717501,119.4454484,"Tidung IV Setapak 5, Perumnas Tamalate, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",24836981,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169006795,-5.1717606,119.4454455,highway,residential,26,0.053388335240711,road,Tidung IV Setapak 5,,Tidung IV Setapak 5,,Bonto Makkio,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90222,Indonesia,id,-5.1718177|-5.1714003|119.4441916|119.4456495,Perumnas Tamalate,,,,,,,,,,,,,,,,,,,,
209,Halo Coffee,0,0,Coffee shop,-5.1583826,119.4333023,"WARUNG ADEM AYEM, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24810887,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195976503,-5.1583949,119.4332529,amenity,restaurant,30,5.50019073776916e-05,amenity,WARUNG ADEM AYEM,WARUNG ADEM AYEM,Jalan Rappocini Raya,Benteng,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1585089|-5.1582809|119.4331538|119.4333519,,,,,,,,,,,,,,,,,,,,,
